workerid	rt	name	item	gender	sentence	item_type	response	slide_number_in_experiment	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes	evidence	evidence_type	evidence_subtype	evidence_type_greg	evidence_subtype_greg
5	15916	Kevin	dinner	M	I know dinner is ready.	know	0.37	3	English	2	Male	28	This was fun!	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3VFJCI1K4ZY21LTTYZGQYYKVCNVGRE	5	Submitted	Thu Nov 27 08:28:33 PST 2014	Mon Nov 24 08:26:53 PST 2014	Mon Nov 24 08:28:33 PST 2014						[]	{}	1.6374	'He smells it. '	perceptual	smelling	perceptual	
5	9943	Raymond	rain	M	I think it's raining.	think	0.09	4	English	2	Male	28	This was fun!	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3VFJCI1K4ZY21LTTYZGQYYKVCNVGRE	5	Submitted	Thu Nov 27 08:28:33 PST 2014	Mon Nov 24 08:26:53 PST 2014	Mon Nov 24 08:28:33 PST 2014						[]	{}	1.6374	He can't. 	neg		neg	
5	10978	Joyce	dog	F	The neighbor's dog is probably barking.	probably	0.7	5	English	2	Male	28	This was fun!	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3VFJCI1K4ZY21LTTYZGQYYKVCNVGRE	5	Submitted	Thu Nov 27 08:28:33 PST 2014	Mon Nov 24 08:26:53 PST 2014	Mon Nov 24 08:28:33 PST 2014						[]	{}	1.6374	'Joyce hears it. '	perceptual	hearing	perceptual	
5	11944	Kimberly	train	F	The train is late.	bare	0.57	6	English	2	Male	28	This was fun!	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3VFJCI1K4ZY21LTTYZGQYYKVCNVGRE	5	Submitted	Thu Nov 27 08:28:33 PST 2014	Mon Nov 24 08:26:53 PST 2014	Mon Nov 24 08:28:33 PST 2014						[]	{}	1.6374	'she checked the internet. '	reportative		reportative	
5	11414	James	sun	M	It might be sunny out.	might	0.58	7	English	2	Male	28	This was fun!	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3VFJCI1K4ZY21LTTYZGQYYKVCNVGRE	5	Submitted	Thu Nov 27 08:28:33 PST 2014	Mon Nov 24 08:26:53 PST 2014	Mon Nov 24 08:28:33 PST 2014						[]	{}	1.6374	'He checked the forecast. '	reportative		reportative	
5	16499	Thomas	coffee	M	The coffee must be cold.	must	0.65	8	English	2	Male	28	This was fun!	Yes	3	Windows	1050	1680	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3VFJCI1K4ZY21LTTYZGQYYKVCNVGRE	5	Submitted	Thu Nov 27 08:28:33 PST 2014	Mon Nov 24 08:26:53 PST 2014	Mon Nov 24 08:28:33 PST 2014						[]	{}	1.6374	'It might have been made a while ago. '	inferential		inferential	
6	28607	Emma	dog	F	The neighbor's dog is probably barking.	probably	0.68	3	English	1	Male	35		Yes	2	Windows	1050	1680	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3EFE17QCRC4S2WOHXUYD981SDPSSHE	6	Submitted	Thu Nov 27 08:28:44 PST 2014	Mon Nov 24 08:26:26 PST 2014	Mon Nov 24 08:28:44 PST 2014						[]	{}	2.232316667	she just came in from outside where she can hear the neighbor's dog\n	perceptual	hearing	perceptual	
6	11647	Deborah	coffee	F	The coffee is cold.	bare	0.9	4	English	1	Male	35		Yes	2	Windows	1050	1680	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3EFE17QCRC4S2WOHXUYD981SDPSSHE	6	Submitted	Thu Nov 27 08:28:44 PST 2014	Mon Nov 24 08:26:26 PST 2014	Mon Nov 24 08:28:44 PST 2014						[]	{}	2.232316667	'she just had some coffee'	perceptual	tasting	perceptual	
6	17164	Julie	rain	F	It might be raining.	might	0.21	5	English	1	Male	35		Yes	2	Windows	1050	1680	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3EFE17QCRC4S2WOHXUYD981SDPSSHE	6	Submitted	Thu Nov 27 08:28:44 PST 2014	Mon Nov 24 08:26:26 PST 2014	Mon Nov 24 08:28:44 PST 2014						[]	{}	2.232316667	'she watched the weather report'	reportative		reportative	
6	24505	Daniel	train	M	I think the train is late.	think	0.55	6	English	1	Male	35		Yes	2	Windows	1050	1680	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3EFE17QCRC4S2WOHXUYD981SDPSSHE	6	Submitted	Thu Nov 27 08:28:44 PST 2014	Mon Nov 24 08:26:26 PST 2014	Mon Nov 24 08:28:44 PST 2014						[]	{}	2.232316667	he was waiting for the train and it hadn't showed up	perceptual	experience	perceptual	
6	16477	Gary	dinner	M	I know dinner is ready.	know	0.91	7	English	1	Male	35		Yes	2	Windows	1050	1680	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3EFE17QCRC4S2WOHXUYD981SDPSSHE	6	Submitted	Thu Nov 27 08:28:44 PST 2014	Mon Nov 24 08:26:26 PST 2014	Mon Nov 24 08:28:44 PST 2014						[]	{}	2.232316667	'Whoever was cooking told Gary that the dinner was ready'	reportative		reportative	
6	15468	Matthew	sun	M	It must be sunny out.	must	0.78	8	English	1	Male	35		Yes	2	Windows	1050	1680	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3EFE17QCRC4S2WOHXUYD981SDPSSHE	6	Submitted	Thu Nov 27 08:28:44 PST 2014	Mon Nov 24 08:26:26 PST 2014	Mon Nov 24 08:28:44 PST 2014						[]	{}	2.232316667	'He looked out the window'	perceptual	seeing	perceptual	
7	9451	Donna	sun	F	It might be sunny out.	might	0.61	3	English	2	Female	28		Yes	1	Windows	1200	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	336YQZE83VDDO8RHCV1I82ZWGRJ5MY	7	Submitted	Thu Nov 27 08:28:52 PST 2014	Mon Nov 24 08:27:34 PST 2014	Mon Nov 24 08:28:52 PST 2014						[]	{}	1.249716667	'She looked outside'	perceptual	seeing	perceptual	
7	8593	Michelle	dinner	F	I know dinner is ready.	know	1	4	English	2	Female	28		Yes	1	Windows	1200	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	336YQZE83VDDO8RHCV1I82ZWGRJ5MY	7	Submitted	Thu Nov 27 08:28:52 PST 2014	Mon Nov 24 08:27:34 PST 2014	Mon Nov 24 08:28:52 PST 2014						[]	{}	1.249716667	'She made dinner'	perceptual	experience	perceptual	
7	9696	Emma	dog	F	The neighbor's dog is probably barking.	probably	0.61	5	English	2	Female	28		Yes	1	Windows	1200	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	336YQZE83VDDO8RHCV1I82ZWGRJ5MY	7	Submitted	Thu Nov 27 08:28:52 PST 2014	Mon Nov 24 08:27:34 PST 2014	Mon Nov 24 08:28:52 PST 2014						[]	{}	1.249716667	'She hears a barking sound'	perceptual	hearing	reportative	
7	14877	David	coffee	M	I think the coffee is cold.	think	0.5	6	English	2	Female	28		Yes	1	Windows	1200	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	336YQZE83VDDO8RHCV1I82ZWGRJ5MY	7	Submitted	Thu Nov 27 08:28:52 PST 2014	Mon Nov 24 08:27:34 PST 2014	Mon Nov 24 08:28:52 PST 2014						[]	{}	1.249716667	It's been out for a long time	inferential		inferential	
7	7913	Gary	train	M	The train must be late.	must	0.91	7	English	2	Female	28		Yes	1	Windows	1200	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	336YQZE83VDDO8RHCV1I82ZWGRJ5MY	7	Submitted	Thu Nov 27 08:28:52 PST 2014	Mon Nov 24 08:27:34 PST 2014	Mon Nov 24 08:28:52 PST 2014						[]	{}	1.249716667	'He is waiting for the train'	perceptual	experience	inferential	
7	8252	Anthony	rain	M	It's raining.	bare	1	8	English	2	Female	28		Yes	1	Windows	1200	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	336YQZE83VDDO8RHCV1I82ZWGRJ5MY	7	Submitted	Thu Nov 27 08:28:52 PST 2014	Mon Nov 24 08:27:34 PST 2014	Mon Nov 24 08:28:52 PST 2014						[]	{}	1.249716667	'She sees that it is raining'	perceptual	seeing	perceptual	
8	23210	Joshua	coffee	M	The coffee is cold.	bare	0.97	3	English	1	Male	28		Yes	3	Windows	645	1032	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3TXWC2NHNZPZNQ6YZIALWR34UCK9S5	8	Submitted	Thu Nov 27 08:29:32 PST 2014	Mon Nov 24 08:25:21 PST 2014	Mon Nov 24 08:29:32 PST 2014						[]	{}	4.094683333	'He has been drinking it. '	perceptual	tasting	perceptual	
8	25396	Anthony	dinner	M	I think dinner is ready.	think	0.63	4	English	1	Male	28		Yes	3	Windows	645	1032	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3TXWC2NHNZPZNQ6YZIALWR34UCK9S5	8	Submitted	Thu Nov 27 08:29:32 PST 2014	Mon Nov 24 08:25:21 PST 2014	Mon Nov 24 08:29:32 PST 2014						[]	{}	4.094683333	'He saw it being put on serving dishes. '	perceptual	seeing	perceptual	
8	20995	Jerry	train	M	The train might be late.	might	0.66	5	English	1	Male	28		Yes	3	Windows	645	1032	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3TXWC2NHNZPZNQ6YZIALWR34UCK9S5	8	Submitted	Thu Nov 27 08:29:32 PST 2014	Mon Nov 24 08:25:21 PST 2014	Mon Nov 24 08:29:32 PST 2014						[]	{}	4.094683333	"I think he's just guessing, but trains tend to run late. "	inferential_uncertain		inferential	
8	14440	Linda	dog	F	I know the neighbor's dog is barking.	know	0.95	6	English	1	Male	28		Yes	3	Windows	645	1032	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3TXWC2NHNZPZNQ6YZIALWR34UCK9S5	8	Submitted	Thu Nov 27 08:29:32 PST 2014	Mon Nov 24 08:25:21 PST 2014	Mon Nov 24 08:29:32 PST 2014						[]	{}	4.094683333	'She can hear the dog barking. '	perceptual	hearing	perceptual	
8	20330	Kathleen	sun	F	It's probably sunny out.	probably	0.7	7	English	1	Male	28		Yes	3	Windows	645	1032	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3TXWC2NHNZPZNQ6YZIALWR34UCK9S5	8	Submitted	Thu Nov 27 08:29:32 PST 2014	Mon Nov 24 08:25:21 PST 2014	Mon Nov 24 08:29:32 PST 2014						[]	{}	4.094683333	'She checked the weather forecast.'	reportative		reportative	
8	23275	Julie	rain	F	It must be raining.	must	0.77	8	English	1	Male	28		Yes	3	Windows	645	1032	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3TXWC2NHNZPZNQ6YZIALWR34UCK9S5	8	Submitted	Thu Nov 27 08:29:32 PST 2014	Mon Nov 24 08:25:21 PST 2014	Mon Nov 24 08:29:32 PST 2014						[]	{}	4.094683333	'She heard it raining.'	perceptual	hearing	inferential	
9	16821	Larry	rain	M	It must be raining.	must	0.85	3	english	1	Male	26		Yes	3	Windows	858	1525	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	37ZHEEHM6WLRPQXQU6B0AN4M76X37V	9	Submitted	Thu Nov 27 08:29:42 PST 2014	Mon Nov 24 08:26:05 PST 2014	Mon Nov 24 08:29:42 PST 2014						[]	{}	3.514916667	'He saw a wet person'	perceptual	seeing	inferential	
9	12173	Melissa	coffee	F	The coffee is probably cold.	probably	0.56	4	english	1	Male	26		Yes	3	Windows	858	1525	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	37ZHEEHM6WLRPQXQU6B0AN4M76X37V	9	Submitted	Thu Nov 27 08:29:42 PST 2014	Mon Nov 24 08:26:05 PST 2014	Mon Nov 24 08:29:42 PST 2014						[]	{}	3.514916667	'it is late in the morning'	inferential		inferential	
9	17487	Charles	sun	M	I know it's sunny out.	know	0.75	5	english	1	Male	26		Yes	3	Windows	858	1525	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	37ZHEEHM6WLRPQXQU6B0AN4M76X37V	9	Submitted	Thu Nov 27 08:29:42 PST 2014	Mon Nov 24 08:26:05 PST 2014	Mon Nov 24 08:29:42 PST 2014						[]	{}	3.514916667	'he talked to someone outside on the phone'	reportative		reportative	
9	29748	Jack	train	M	I think the train is late.	think	0.53	6	english	1	Male	26		Yes	3	Windows	858	1525	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	37ZHEEHM6WLRPQXQU6B0AN4M76X37V	9	Submitted	Thu Nov 27 08:29:42 PST 2014	Mon Nov 24 08:26:05 PST 2014	Mon Nov 24 08:29:42 PST 2014						[]	{}	3.514916667	'he talked to someone on the phone'	reportative		reportative	
9	17928	Deborah	dinner	F	Dinner is ready.	bare	0.87	7	english	1	Male	26		Yes	3	Windows	858	1525	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	37ZHEEHM6WLRPQXQU6B0AN4M76X37V	9	Submitted	Thu Nov 27 08:29:42 PST 2014	Mon Nov 24 08:26:05 PST 2014	Mon Nov 24 08:29:42 PST 2014						[]	{}	3.514916667	'she heard it from someone else'	reportative		reportative	
